排名,电影名称,年份,编剧,导演,主演,类型,类型4,国家2,片长2,评价人数,五星百分比,四星百分比,三星百分比,二星百分比,一星百分比,获奖情况1,获奖情况2,获奖情况3
No.49,指环王2：双塔奇兵 The Lord of the Rings: The Two Towers,-2002,编剧: 弗兰·威尔士 / 菲利帕·鲍恩斯 / 斯蒂芬·辛克莱 / 彼得·杰克逊 / J·R·R·托尔金,导演: 彼得·杰克逊,主演: 伊莱贾·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩 / 维果·莫腾森 / 奥兰多·布鲁姆 / 克里斯托弗·李 / 丽芙·泰勒 / 安迪·瑟金斯 / 雨果·维文 / 卡尔·厄本 / 凯特·布兰切特 / 多米尼克·莫纳汉 / 大卫·文翰 / 比利·博伊德 / 布拉德·道里夫 / 伯纳德·希尔 / 约翰·瑞斯-戴维斯 / 米兰达·奥图更多...,导演: 彼得·杰克逊        编剧: 弗兰·威尔士 / 菲利帕·鲍恩斯 / 斯蒂芬·辛克莱 / 彼得·杰克逊 / J·R·R·托尔金        主演: 伊莱贾·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩 / 维果·莫腾森 / 奥兰多·布鲁姆 / 克里斯托弗·李 / 丽芙·泰勒 / 安迪·瑟金斯 / 雨果·维文 / 卡尔·厄本 / 凯特·布兰切特 / 多米尼克·莫纳汉 / 大卫·文翰 / 比利·博伊德 / 布拉德·道里夫 / 伯纳德·希尔 / 约翰·瑞斯-戴维斯 / 米兰达·奥图更多...        类型: 剧情 / 动作 / 奇幻 / 冒险        官方网站: www.lordoftherings.net        制片国家/地区: 美国 / 新西兰        语言: 英语 / 辛达林语 / 古代英语        上映日期: 2003-04-25(中国大陆) / 2002-12-05(纽约首映) / 2002-12-18(美国)        片长: 179分钟 / 223分钟(加长版) / 235分钟(蓝光加长版)        又名: 魔戒二部曲：双城奇谋 / 指环王II：双塔 / 魔戒2：双塔奇谋        IMDb链接: tt0167261,类型: 剧情 / 动作 / 奇幻 / 冒险 ,地区: 美国 / 新西兰 ,片长: 179分钟 / 223分钟(加长版) / 235分钟(蓝光加长版) ,350747,59.60%,31.70%,8.00%,0.50%,0.20%,第75届奥斯卡金像奖                        最佳影片(提名)            巴里·M·奥斯本 / 彼得·杰克逊 / 弗兰·威尔士,第56届英国电影学院奖                        电影奖 最佳影片(提名)            巴里·M·奥斯本 / 彼得·杰克逊 / 弗兰·威尔士,第27届日本电影学院奖                        最佳外语片(提名)
No.50,教父2 The Godfather: Part Ⅱ,-1974,编剧: 弗朗西斯·福特·科波拉 / 马里奥·普佐,导演: 弗朗西斯·福特·科波拉,主演: 阿尔·帕西诺 / 罗伯特·杜瓦尔 / 黛安·基顿 / 罗伯特·德尼罗 / 约翰·凯泽尔 / 塔莉娅·夏尔 / 李·斯特拉斯伯格 / 迈克尔·V·格佐 / G·D·斯普拉德林 / 理查德·布赖特 / 加斯通·莫辛 / 汤姆·罗斯奎 / 布鲁诺·柯比 / 弗兰克·西维罗 / 弗朗西丝卡·德·萨维奥更多...,导演: 弗朗西斯·福特·科波拉        编剧: 弗朗西斯·福特·科波拉 / 马里奥·普佐        主演: 阿尔·帕西诺 / 罗伯特·杜瓦尔 / 黛安·基顿 / 罗伯特·德尼罗 / 约翰·凯泽尔 / 塔莉娅·夏尔 / 李·斯特拉斯伯格 / 迈克尔·V·格佐 / G·D·斯普拉德林 / 理查德·布赖特 / 加斯通·莫辛 / 汤姆·罗斯奎 / 布鲁诺·柯比 / 弗兰克·西维罗 / 弗朗西丝卡·德·萨维奥更多...        类型: 剧情 / 犯罪                制片国家/地区: 美国        语言: 英语 / 意大利语 / 西班牙语 / 拉丁语 / 西西里语        上映日期: 1974-12-12(纽约首映) / 1974-12-20(美国)        片长: 202分钟        又名: 教父续集 / 教父II        IMDb链接: tt0071562,类型: 剧情 / 犯罪 ,地区: 美国 ,片长: 202分钟 ,249587,63.90%,29.70%,5.90%,0.40%,0.10%,第47届奥斯卡金像奖                        最佳影片            弗雷德·鲁斯 / 弗朗西斯·福特·科波拉 / 加里·弗雷德里克森,第47届奥斯卡金像奖                        最佳导演            弗朗西斯·福特·科波拉,第47届奥斯卡金像奖                        最佳男主角(提名)            阿尔·帕西诺
No.51,海豚湾 The Cove,-2009,编剧: 马克·蒙雷,导演: 路易·西霍尤斯,主演: John Chisholm / Mandy-Rae Cruikshank / Charles Hambleton / Simon Hutchins / Kirk Krack / 伊莎贝尔·卢卡斯 / Richard O'Barry / 海顿·潘妮蒂尔 / 路易·西霍尤斯更多...,导演: 路易·西霍尤斯        编剧: 马克·蒙雷        主演: John Chisholm / Mandy-Rae Cruikshank / Charles Hambleton / Simon Hutchins / Kirk Krack / 伊莎贝尔·卢卡斯 / Richard O'Barry / 海顿·潘妮蒂尔 / 路易·西霍尤斯更多...        类型: 纪录片        官方网站: www.thecovemovie.com        制片国家/地区: 美国        语言: 英语 / 日语        上映日期: 2009-07-31(美国)        片长: 92分钟        又名: 血色海湾(台) / 海湾 / 海湾屠场 / 海湾峡谷 / The Rising        IMDb链接: tt1313104,类型: 纪录片 ,地区: 美国 ,片长: 92分钟 ,222792,70.90%,23.00%,5.20%,0.50%,0.40%,第82届奥斯卡金像奖                        最佳纪录长片            费舍·史蒂芬斯,第8届华盛顿影评人协会奖                        最佳纪录片(提名),第14届圣地亚哥影评人协会奖                        最佳纪录片
No.52,指环王1：魔戒再现 The Lord of the Rings: The Fellowship of the Ring,-2001,编剧: 弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J·R·R·托尔金,导演: 彼得·杰克逊,主演: 伊莱贾·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩 / 维果·莫腾森 / 奥兰多·布鲁姆 / 凯特·布兰切特 / 肖恩·宾 / 克里斯托弗·李 / 雨果·维文 / 丽芙·泰勒 / 安迪·瑟金斯 / 伊安·霍姆 / 多米尼克·莫纳汉 / 萨拉·贝克 / 约翰·瑞斯-戴维斯更多...,导演: 彼得·杰克逊        编剧: 弗兰·威尔士 / 菲利帕·鲍恩斯 / 彼得·杰克逊 / J·R·R·托尔金        主演: 伊莱贾·伍德 / 西恩·奥斯汀 / 伊恩·麦克莱恩 / 维果·莫腾森 / 奥兰多·布鲁姆 / 凯特·布兰切特 / 肖恩·宾 / 克里斯托弗·李 / 雨果·维文 / 丽芙·泰勒 / 安迪·瑟金斯 / 伊安·霍姆 / 多米尼克·莫纳汉 / 萨拉·贝克 / 约翰·瑞斯-戴维斯更多...        类型: 剧情 / 动作 / 奇幻 / 冒险        官方网站: www.lordoftherings.net        制片国家/地区: 新西兰 / 美国        语言: 英语 / 辛达林语        上映日期: 2002-04-04(中国大陆) / 2001-12-19(美国)        片长: 178分钟 / 208分钟(加长版) / 228分钟(蓝光加长版)        又名: 魔戒首部曲：魔戒现身 / 指环王I：护戒使者 / 魔戒1：护戒联盟        IMDb链接: tt0120737,类型: 剧情 / 动作 / 奇幻 / 冒险 ,地区: 新西兰 / 美国 ,片长: 178分钟 / 208分钟(加长版) / 228分钟(蓝光加长版) ,392783,57.90%,32.50%,8.70%,0.70%,0.20%,第74届奥斯卡金像奖                        最佳影片(提名)            巴里·M·奥斯本 / 彼得·杰克逊 / 弗兰·威尔士,第26届日本电影学院奖                        最佳外语片(提名),第2届美国电影学会奖                        年度佳片
No.53,饮食男女 飲食男女,-1994,编剧: 李安 / 王蕙玲 / 詹姆斯·夏慕斯,导演: 李安,主演: 郎雄 / 杨贵媚 / 吴倩莲 / 王渝文 / 张艾嘉 / 归亚蕾 / 赵文瑄 / 陈昭荣 / 陈捷文 / 卢金城 / 唐语谦 / 洪其德 / 王瑞 / 杜满生 / 王玨 / 陈妤 / 左正芬 / 许敬民 / 聂卓晶 / 丁仲更多...,导演: 李安        编剧: 李安 / 王蕙玲 / 詹姆斯·夏慕斯        主演: 郎雄 / 杨贵媚 / 吴倩莲 / 王渝文 / 张艾嘉 / 归亚蕾 / 赵文瑄 / 陈昭荣 / 陈捷文 / 卢金城 / 唐语谦 / 洪其德 / 王瑞 / 杜满生 / 王玨 / 陈妤 / 左正芬 / 许敬民 / 聂卓晶 / 丁仲更多...        类型: 剧情 / 家庭                制片国家/地区: 台湾 / 美国        语言: 汉语普通话 / 闽南语 / 湖南话        上映日期: 1994-08-03(美国)        片长: 124分钟        又名: Eat Drink Man Woman        IMDb链接: tt0111797,类型: 剧情 / 家庭 ,地区: 台湾 / 美国 ,片长: 124分钟 ,270329,60.90%,33.40%,5.40%,0.30%,0.10%,第67届奥斯卡金像奖                        最佳外语片(提名),第31届台北金马影展                        金马奖 最佳剧情片(提名),第48届英国电影学院奖                        电影奖 最佳非英语片(提名)            徐立功 / 李安
No.54,素媛 소원,-2013,编剧: 金智慧 / 赵重勋,导演: 李濬益,主演: 薛耿求 / 严志媛 / 李来 / 金海淑 / 金相浩 / 罗美兰 / 杨真诚更多...,导演: 李濬益        编剧: 金智慧 / 赵重勋        主演: 薛耿求 / 严志媛 / 李来 / 金海淑 / 金相浩 / 罗美兰 / 杨真诚更多...        类型: 剧情        官方网站: www.wish-movie.kr        制片国家/地区: 韩国        语言: 韩语        上映日期: 2013-10-02(韩国)        片长: 123分钟        又名: 许愿 / 希望：为爱重生(台) / So-won / Hope        IMDb链接: tt3153634,类型: 剧情 ,地区: 韩国 ,片长: 123分钟 ,258287,63.60%,30.80%,5.20%,0.30%,0.10%,第34届韩国电影青龙奖                        最佳影片,第50届百想艺术大赏                        电影类 最佳影片(提名)            李濬益,第51届韩国电影大钟奖                        最佳影片(提名)
No.55,美丽心灵 A Beautiful Mind,-2001,编剧: 阿齐瓦·高斯曼 / 西尔维娅·纳萨尔,导演: 朗·霍华德,主演: 罗素·克劳 / 艾德·哈里斯 / 詹妮弗·康纳利 / 克里斯托弗·普卢默 / 保罗·贝坦尼 / 亚当·戈德堡 / 乔什·卢卡斯 / 安东尼·拉普 / 贾森·加里-斯坦福德 / 贾德·赫希 / 奥斯汀·潘德尔顿 / 薇薇·卡登尼 / 坦娅·克拉克更多...,导演: 朗·霍华德        编剧: 阿齐瓦·高斯曼 / 西尔维娅·纳萨尔        主演: 罗素·克劳 / 艾德·哈里斯 / 詹妮弗·康纳利 / 克里斯托弗·普卢默 / 保罗·贝坦尼 / 亚当·戈德堡 / 乔什·卢卡斯 / 安东尼·拉普 / 贾森·加里-斯坦福德 / 贾德·赫希 / 奥斯汀·潘德尔顿 / 薇薇·卡登尼 / 坦娅·克拉克更多...        类型: 剧情 / 传记                制片国家/地区: 美国        语言: 英语        上映日期: 2001-12-13(加州首映) / 2002-01-04(美国)        片长: 135 分钟        又名: 有你终生美丽(港) / 美丽境界(台) / 完美大脑        IMDb链接: tt0268978,类型: 剧情 / 传记 ,地区: 美国 ,片长: 135 分钟 ,387724,55.10%,37.10%,7.30%,0.40%,0.10%,第74届奥斯卡金像奖                        最佳影片            朗·霍华德 / 布莱恩·格雷泽,第74届奥斯卡金像奖                        最佳导演            朗·霍华德,第2届美国电影学会奖                        年度佳片
No.56,末代皇帝 The Last Emperor,-1987,编剧: 贝纳尔多·贝托鲁奇 / 马克·派普罗,导演: 贝纳尔多·贝托鲁奇,主演: 尊龙 / 陈冲 / 邬君梅 / 彼得·奥图尔 / 英若诚 / 吴涛 / 黄自强 / 丹尼斯·邓恩 / 坂本龙一 / 马吉·汉 / 里克·扬 / 田川洋行 / 苟杰德 / 理查德·吴 / 皱缇格 / 陈凯歌 / 卢燕 / 区亨利 / 陈述 / 樊光耀 / 鲍皓昕 / 黄文捷 / 邵茹贞 / 亨利·基 / 张良斌 / 梁冬 / 康斯坦丁·格雷戈里 / 黄汉琪 / 王涛 / 宋怀桂 / 蔡鸿翔 / 程淑艳 / 张天民更多...,导演: 贝纳尔多·贝托鲁奇        编剧: 贝纳尔多·贝托鲁奇 / 马克·派普罗        主演: 尊龙 / 陈冲 / 邬君梅 / 彼得·奥图尔 / 英若诚 / 吴涛 / 黄自强 / 丹尼斯·邓恩 / 坂本龙一 / 马吉·汉 / 里克·扬 / 田川洋行 / 苟杰德 / 理查德·吴 / 皱缇格 / 陈凯歌 / 卢燕 / 区亨利 / 陈述 / 樊光耀 / 鲍皓昕 / 黄文捷 / 邵茹贞 / 亨利·基 / 张良斌 / 梁冬 / 康斯坦丁·格雷戈里 / 黄汉琪 / 王涛 / 宋怀桂 / 蔡鸿翔 / 程淑艳 / 张天民更多...        类型: 剧情 / 传记 / 历史                制片国家/地区: 英国 / 意大利 / 中国大陆 / 法国 / 美国        语言: 英语 / 汉语普通话 / 日语 / 俄语        上映日期: 1987-10-04(东京国际电影节) / 1987-10-23(意大利)        片长: 163分钟 / 219分钟 (电视版)        又名: 末代皇帝溥仪(港)        IMDb链接: tt0093389,类型: 剧情 / 传记 / 历史 ,地区: 英国 / 意大利 / 中国大陆 / 法国 / 美国 ,片长: 163分钟 / 219分钟 (电视版) ,270055,61.70%,31.50%,6.30%,0.40%,0.10%,第60届奥斯卡金像奖                        最佳影片            杰瑞米·托马斯,第12届日本电影学院奖                        最佳外语片,第7届中国电影金鸡奖                        最佳道具(提名)
No.57,情书 Love Letter,-1995,编剧: 岩井俊二,导演: 岩井俊二,主演: 中山美穗 / 丰川悦司 / 酒井美纪 / 柏原崇 / 范文雀 / 篠原胜之 / 铃木庆一 / 田口智朗 / 加贺麻理子 / 光石研 / 铃木兰兰 / 盐见三省 / 中村久美 / 梅田凡乃 / 长田江身子  / 小栗香织 / 神户浩 / 酒井敏也 / 山口诗史 / 山崎一 / 德井优 / 武藤寿美更多...,导演: 岩井俊二        编剧: 岩井俊二        主演: 中山美穗 / 丰川悦司 / 酒井美纪 / 柏原崇 / 范文雀 / 篠原胜之 / 铃木庆一 / 田口智朗 / 加贺麻理子 / 光石研 / 铃木兰兰 / 盐见三省 / 中村久美 / 梅田凡乃 / 长田江身子  / 小栗香织 / 神户浩 / 酒井敏也 / 山口诗史 / 山崎一 / 德井优 / 武藤寿美更多...        类型: 剧情 / 爱情                制片国家/地区: 日本        语言: 日语        上映日期: 1999-03(中国大陆) / 1995-03-25(日本)        片长: 117分钟        又名: When I Close My Eyes / Letters of Love        IMDb链接: tt0113703,类型: 剧情 / 爱情 ,地区: 日本 ,片长: 117分钟 ,481549,54.60%,34.40%,9.90%,0.80%,0.20%,第19届日本电影学院奖                        话题奖 最具话题演员奖            丰川悦司,第19届日本电影学院奖                        最佳影片(提名),第20届报知映画赏                        最佳导演            岩井俊二
No.58,狮子王 The Lion King,-1994,编剧: 艾琳·梅琪 / 乔纳森·罗伯特  / 琳达·伍尔芙顿,导演: 罗杰·阿勒斯 / 罗伯·明可夫,主演: 乔纳森·泰勒·托马斯 / 马修·布罗德里克 / 杰瑞米·艾恩斯 / 詹姆斯·厄尔·琼斯 / 莫伊拉·凯利 / 内森·连恩 / 尼基塔·卡兰姆 / 厄尼·萨贝拉 / 乌比·戈德堡 / 罗温·艾金森更多...,导演: 罗杰·阿勒斯 / 罗伯·明可夫        编剧: 艾琳·梅琪 / 乔纳森·罗伯特  / 琳达·伍尔芙顿        主演: 乔纳森·泰勒·托马斯 / 马修·布罗德里克 / 杰瑞米·艾恩斯 / 詹姆斯·厄尔·琼斯 / 莫伊拉·凯利 / 内森·连恩 / 尼基塔·卡兰姆 / 厄尼·萨贝拉 / 乌比·戈德堡 / 罗温·艾金森更多...        类型: 剧情 / 动画 / 歌舞 / 家庭 / 冒险                制片国家/地区: 美国        语言: 英语 / 斯瓦希里语 / 科萨语 / 祖鲁语        上映日期: 1995-07-15(中国大陆) / 1994-06-15(美国) / 2011-09-16(美国)        片长: 89 分钟        又名: 狮子王3D        IMDb链接: tt0110357,类型: 剧情 / 动画 / 歌舞 / 家庭 / 冒险 ,地区: 美国 ,片长: 89 分钟 ,371504,56.10%,35.30%,8.20%,0.30%,0.10%,第67届奥斯卡金像奖                        最佳原创配乐            汉斯·季默,第48届英国电影学院奖                        电影奖 最佳原创音乐(提名)            汉斯·季默,第22届动画安妮奖                        最佳动画长片
No.59,钢琴家 The Pianist,-2002,编剧: 罗纳德·哈伍德,导演: 罗曼·波兰斯基,主演: 艾德里安·布洛迪 / 托马斯·克莱舒曼 / 艾米莉娅·福克斯 / 米哈乌·热布罗夫斯基 / 埃德·斯托帕德 / 穆琳·利普曼 / 弗兰克·芬莱 / 茱莉亚·蕾娜 / 杰西卡·凯特·梅耶尔 / 理查德·赖丁斯更多...,导演: 罗曼·波兰斯基        编剧: 罗纳德·哈伍德        主演: 艾德里安·布洛迪 / 托马斯·克莱舒曼 / 艾米莉娅·福克斯 / 米哈乌·热布罗夫斯基 / 埃德·斯托帕德 / 穆琳·利普曼 / 弗兰克·芬莱 / 茱莉亚·蕾娜 / 杰西卡·凯特·梅耶尔 / 理查德·赖丁斯更多...        类型: 剧情 / 音乐 / 传记 / 历史 / 战争                制片国家/地区: 法国 / 德国 / 英国 / 波兰        语言: 英语 / 德语 / 俄语        上映日期: 2002-05-24(戛纳电影节) / 2002-09-25(法国)        片长: 150分钟        又名: 战地琴声(台) / 战地琴人 / 钢琴战曲 / 钢琴师        IMDb链接: tt0253474,类型: 剧情 / 音乐 / 传记 / 历史 / 战争 ,地区: 法国 / 德国 / 英国 / 波兰 ,片长: 150分钟 ,255651,60.20%,33.60%,5.90%,0.30%,0.10%,第75届奥斯卡金像奖                        最佳影片(提名)            罗曼·波兰斯基 / 罗伯特·本穆萨 / 阿兰·萨德,第55届戛纳电影节                        主竞赛单元 金棕榈奖            罗曼·波兰斯基,第56届英国电影学院奖                        电影奖 最佳影片            罗伯特·本穆萨 / 罗曼·波兰斯基 / 阿兰·萨德
No.60,美国往事 Once Upon a Time in America,-1984,编剧: 皮耶罗·德·贝纳迪 / 莱奥纳多·本韦努蒂 / 弗兰科·奥卡利 / 恩里科·梅迪欧力 / 弗兰科·费里尼 / 赛尔乔·莱昂内,导演: 赛尔乔·莱昂内,主演: 罗伯特·德尼罗 / 詹姆斯·伍兹 / 伊丽莎白·麦戈文 / 乔·佩西 / 波特·杨 / 塔斯黛·韦尔德 / 特里特·威廉斯 / 丹尼·爱罗 / 理查德·布赖特 / 詹姆斯·海登 / 威廉·弗西斯 / 达兰妮·弗鲁格 / 拉里·拉普 / 理查德·弗让吉 / 罗伯特·哈珀 / 詹妮弗·康纳利更多...,导演: 赛尔乔·莱昂内        编剧: 皮耶罗·德·贝纳迪 / 莱奥纳多·本韦努蒂 / 弗兰科·奥卡利 / 恩里科·梅迪欧力 / 弗兰科·费里尼 / 赛尔乔·莱昂内        主演: 罗伯特·德尼罗 / 詹姆斯·伍兹 / 伊丽莎白·麦戈文 / 乔·佩西 / 波特·杨 / 塔斯黛·韦尔德 / 特里特·威廉斯 / 丹尼·爱罗 / 理查德·布赖特 / 詹姆斯·海登 / 威廉·弗西斯 / 达兰妮·弗鲁格 / 拉里·拉普 / 理查德·弗让吉 / 罗伯特·哈珀 / 詹妮弗·康纳利更多...        类型: 剧情 / 犯罪        官方网站: www.onceuponatimeinamerica.net        制片国家/地区: 意大利 / 美国        语言: 英语 / 法语 / 意大利语        上映日期: 1984-02-17(波士顿首映) / 1984-09-28(意大利)        片长: 229分钟(导演剪辑版) / 251分钟(导演剪辑加长版)        又名: 四海兄弟(台) / 义薄云天(港)        IMDb链接: tt0087843,类型: 剧情 / 犯罪 ,地区: 意大利 / 美国 ,片长: 229分钟(导演剪辑版) / 251分钟(导演剪辑加长版) ,220188,64.50%,28.50%,6.30%,0.50%,0.20%,,,
No.61,小鞋子 بچههای آسمان,-1997,编剧: 马基德·马基迪,导演: 马基德·马基迪,主演: Amir Farrokh Hashemian / 默罕默德·阿米尔·纳吉 / Bahare Seddiqi / Nafise Jafar-Mohammadi / Fereshte Sarabandi,导演: 马基德·马基迪        编剧: 马基德·马基迪        主演: Amir Farrokh Hashemian / 默罕默德·阿米尔·纳吉 / Bahare Seddiqi / Nafise Jafar-Mohammadi / Fereshte Sarabandi        类型: 剧情 / 家庭 / 儿童        官方网站: http://www.cinemajidi.com/children/        制片国家/地区: 伊朗        语言: 波斯语        上映日期: 1997-02(伊朗) / 1999-01-22(美国)        片长: 89 分钟        又名: 天堂的孩子 / 小童鞋 / Children of Heaven / Bacheha-Ye aseman        IMDb链接: tt0118849,类型: 剧情 / 家庭 / 儿童 ,地区: 伊朗 ,片长: 89 分钟 ,186728,65.20%,29.80%,4.70%,0.20%,0.10%,第71届奥斯卡金像奖                        最佳外语片(提名),,
